"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
131471,77409,98.0655,2.90436,330.255,1.50872
42604,23878.3,45.2454,-2.11235,135.319,1.51393
52862.1,31811.4,63.0954,-1.86384,186.368,1.52273
98562.4,38576.9,46.1256,9.90156,187.298,1.53488
47611.7,30149.9,59.211,12.5421,154.822,1.53547
89471.9,59545.1,55.705,9.76954,241.498,1.54082
114930,56290.5,74.3219,10.4297,423.373,1.5471
86187,74360.2,55.5496,17.9555,341.787,1.55343
16929.9,25328.3,51.8732,-6.08854,203.583,1.56235
120474,83884.2,70.8036,30.8957,411.231,1.56689
72778.4,40055,21.7402,51.6951,232.058,1.57579
119337,51161.7,72.4866,52.5535,334.661,1.57763
97550.4,47600.5,63.2486,50.7706,248.091,1.58137
116242,48471.3,70.9567,16.7012,268.254,1.58272
64397.5,44649.9,47.2648,6.931,153.457,1.58341
111930,91213.6,71.9257,12.6082,370.144,1.58586
49550.2,28453.8,30.2823,21.6526,191.087,1.58651
85156.9,33271.1,46.1774,11.0898,198.802,1.59071
50674.9,28664.1,52.2874,21.2565,197.303,1.59132
60489.3,37142.9,64.6278,24.8216,151.875,1.59144
55356.9,23077.1,29.2468,57.3081,204.297,1.59192
57195.3,29180.4,52.3392,24.6895,146.553,1.59455
47678.3,33357.2,37.686,6.00684,164.015,1.5947
118223,66300.3,74.3728,41.196,308.251,1.59477
55866.5,69377.1,73.6082,18.2196,385.765,1.59597
58451.1,43528.6,37.8413,38.2907,260.903,1.60186
39423.8,22669.8,49.336,2.70633,128.829,1.60252
106435,57320.4,82.8262,60.6759,351.068,1.60357
104554,49658.8,57.7763,3.03638,321.224,1.60737
50446,39024.3,63.9127,22.5108,184.508,1.60815
104087,52520.6,72.3846,45.6201,295.251,1.61183
120827,74578.9,103.084,66.6194,349.952,1.61879
123191,65539.1,42.1387,26.01,354.553,1.62467
81650.7,52552.4,59.5689,15.0507,248.374,1.62578
33771.2,26984.1,55.8085,33.8669,153.097,1.6273
101764,81067.1,89.4867,74.3416,415.58,1.62955
27200.5,61540.4,102.324,37.4984,286.945,1.63119
49637.6,38401.3,28.9362,40.5357,155.972,1.63825
76173.7,50610.5,38.4108,2.11225,269.172,1.64079
39074,29838.3,47.7826,35.1214,132.868,1.64086
75399.6,47200.7,48.6628,50.6386,194.446,1.64849
