"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
90561.1,60702.8,467.635,522.915,279.757,3.7025
51033.8,27176.3,414.075,322.565,180.93,3.7048
91751,33613,278.001,387.47,260.62,3.70708
94482.1,49780.1,3061.09,366.353,310.286,3.71651
43942.6,29187.2,18064.7,4420.72,138.489,3.72034
69977.7,40760.9,495.445,644.189,300.032,3.72612
116462,61459.7,894.486,860.721,394.15,3.7517
56581.4,28448.1,312.768,367.594,188.013,3.75767
78661.3,40236,12960.8,3648.9,259.489,3.77096
28184.9,25737.6,686.283,401.975,159.707,3.77774
98944.2,63909.7,34363.7,5178.37,343.114,3.7793
52427.5,28023.4,622.662,316.998,141.946,3.78232
59718.9,26140.5,392.158,455.71,193.803,3.79153
104731,88189.2,38194.4,2255,445.663,3.80501
22251.5,26677.8,400.787,332.249,165.163,3.80834
27733.9,33090.3,41562.9,5416.19,207.577,3.81474
61925.6,26824.3,786.487,336.867,166.311,3.81739
82980.6,42011.3,113.155,555.06,317.931,3.82035
68617.7,32733.2,189.817,482.621,229.429,3.82352
79493.2,49584.1,45427.3,3933.88,315.688,3.8363
84520.1,42243.9,305.846,266.639,249.508,3.84629
98273.8,47860.9,387.647,405.55,369.657,3.84894
37529.1,44331.6,434.466,782.44,279.898,3.85248
73499.7,56296.9,309.188,591.47,424.131,3.85774
70699.5,42863.4,68.1505,442.143,246.957,3.86044
53080.1,48603.4,17154.7,5411.16,264.014,3.86505
94265.1,62599.9,79866.1,11708,411.99,3.86659
42713.2,36418.5,10654.2,4336.66,220.469,3.86718
88681.8,44697.6,10129.2,2735.12,282.647,3.86935
35761.2,22262.6,896.143,375.962,100.779,3.87291
108383,52798.6,20643,7932.19,384.725,3.87315
50209.3,27143.2,148.56,374.103,285.466,3.87818
19063.3,19109.5,1011.55,362.008,216.127,3.881
115300,68948.5,1620.81,540.724,421.994,3.88661
112565,56770.5,19083.9,3169.34,361.17,3.89021
114664,67339.1,9138.11,13521.6,440.236,3.91398
114357,58432.9,243.399,588.436,375.147,3.91953
78624.2,56208.8,31559.7,9554.35,461.3,3.93337
85471.7,36490,346.68,437.306,235.111,3.94674
85528,62025.1,18610.2,3452.08,442.435,3.95181
88034.7,41877.1,483.537,609.4,292.226,3.95862
95776.6,61704,265.943,726.898,354.693,3.95883
55423.7,25354,4596.02,1657.58,1829.12,3.96445
82024.2,39558.9,1001.46,495.42,285.466,3.96703
90145.8,43415.1,22350.5,5650.29,315.547,3.96989
56761.3,32558.7,68954.5,3382.19,220.113,3.9704
63727.2,37068.2,107.034,1883.16,231.347,3.98004
61984.3,37931.3,4275.53,2384.6,247.382,3.98251
63372,43499.9,58070,5343.38,262.317,3.995
55858.9,30988.6,9275.29,4919.11,228.505,4.0081
104134,39796.4,1150.04,635.765,327.106,4.01978
101650,68900.1,55491.8,4870.03,307.338,4.04993
98114.8,58200.4,27030.4,3478.42,534.014,4.05582
105579,47225.8,1104.88,609.815,355.808,4.05595
47353.5,27485.6,553.829,400.311,239.511,4.0648
80908.8,46484.5,24485.1,2984.94,264.367,4.072
79634.1,36551.2,1043.6,375.652,250.004,4.09141
83971.6,38819,473.78,484.382,247.028,4.10579
91837.4,47910.1,30979,1756.23,11207.8,4.14058
71752.4,40349,61911.1,3671.14,239.795,4.15875
17307.1,27907.8,17748,1919.82,247.453,4.16697
51775.6,44647.7,278.538,614.732,222.888,4.18266
125557,58678.9,13624,4225.88,443.671,4.20157
114568,60533,410.296,792.691,422.132,4.20393
70354.8,45788,14312.3,3784.84,350.022,4.21477
123287,56909.6,1192.57,1365.88,1099.47,4.21946
65639,45219.6,54332.5,4784.35,272.914,4.2332
93850.8,51841.4,50439.8,5807.85,2156.73,4.23899
85821.2,39974.2,659.977,449.603,286.452,4.2421
25824.6,58409.4,53635.1,8816.58,259.135,4.24308
79914.8,40624.3,287.4,493.784,227.936,4.25313
75092.6,33706.9,866.671,2909.95,203.797,4.2648
68723.5,39942.6,11164.1,3565.71,259.559,4.27708
86130.8,32208.5,93.6004,404.009,253.049,4.29778
97618.7,49099.9,46040.2,5686.51,303.616,4.30594
32836.3,32319.3,8762.28,1448.39,797.599,4.30959
83113.7,69329.7,447.036,1300.34,406.879,4.31045
86009.8,46047.9,28005,6421.3,713.851,4.31231
62437.2,47634.5,59739.2,6018.46,255.668,4.3262
84127.6,35410.6,267.312,381.904,266.911,4.33911
52351.5,24166.2,770.996,461.993,165.45,4.34243
59285.4,45754.9,40546.8,4796.03,233.549,4.34832
