"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
33.5757,104.288,34.2414,133.426
62.165,137.213,-45.0798,77.2174
27.9922,75.0823,-25.0207,47.8429
31.5561,91.1164,-19.2145,90.034
11.7982,72.8151,-96.0604,27.6619
47.4102,64.2845,10.9913,81.3425
9.2787,76.6562,-38.8615,52.0469
36.4021,84.205,-124.826,68.9094
29.764,73.445,20.3822,112.668
28.6785,64.2207,61.5007,75.0391
44.5867,40.4932,2.87287,96.8126
42.3943,62.1157,-72.0036,84.784
36.3057,69.7065,21.932,73.5359
14.0243,53.5684,16.8248,66.3045
43780.2,920.553,38.8239,64.6618
39.0848,151.773,17.1731,142.101
41.9102,61.1589,-8.53598,77.7001
128.546,49.1674,-28.1913,69.5762
82.0438,149.971,95.9067,177.673
12.1545,232.118,116.628,121.94
68.4059,118.931,81.4287,122.562
24.2047,112.302,0.902907,127.879
261.03,111.176,-9.18943,99.5109
71.3726,70.6633,230.278,86.9645
16.1613,60.3297,-55.6868,96.6037
34.733,91.242,-31.733,53.5256
24.2939,106.794,41.7655,93.6227
33.0104,111.301,32.686,86.6884
29.4339,103.286,140.5,131.089
86.2359,81.3124,86.3509,70.908
23994.9,186.654,291.979,167.759
3.33541,56.056,-9.9808,103.964
35.2077,106.355,-20.0535,110.324
3.51413,96.7023,-116.604,47.6001
172.861,67.2825,-14.4922,64.4332
386.167,108.359,77.0554,118.983
5.03248,69.7703,-68.6344,43.1714
-15.2408,49.869,-147.577,38.4812
33.2438,97.1415,7.89726,91.179
21.4755,38.7712,-12.613,23.3837
27.0177,85.3365,73.8338,119.601
18.3774,82.3816,-27.2137,75.5255
63.9797,107.733,39.5913,139.969
40.5884,72.8151,-77.8937,108.93
35.3955,62.8811,-101.193,89.4627
6.68858,140.514,-47.8695,84.2847
39.6803,103.16,4.44834,106.357
67.881,114.117,95.3988,138.861
25.3679,63.7104,-51.4163,95.9953
28.5436,87.2219,-18.6436,77.8619
55.8832,124.865,26.804,125.966
11.6801,102.032,-11.0511,77.2981
30.9783,70.7271,43.0227,93.3719
38.9974,68.8134,30.2734,72.6885
59.9954,115.555,38.9428,119.912
118.711,115.555,73.5539,87.7224
27.0236,102.408,10.0753,155.468
27.7533,130.793,52.5882,104.811
4.77461,57.3317,-7.59671,71.8234
46.5825,90.2372,7.79279,130.698
174.67,60.6486,28.5518,98.5527
28.4048,61.7968,15.5291,99.3727
32.4121,118.181,-60.0058,74.0464
32.9482,166.793,-40.4977,99.6806
48.1821,73.8229,32.2342,74.6955
24.125,109.674,100.932,142.813
43.9989,36.2838,29.9098,83.0017
28.5502,84.0793,-15.6161,64.9601
21.3645,109.674,125.131,78.3212
18.9135,81.3753,-152.855,46.3878
24.2769,90.2372,-63.7789,107.687
26.5485,106.355,-85.1744,74.3636
9.23827,99.0858,-19.8071,93.0479
15.1832,78.8589,30.2844,22.7376
6.9681,60.3297,-32.7211,59.3119
12.0683,50.0603,-59.1265,70.6677
35.0536,99.2739,10.899,97.0153
15.0342,63.6466,-59.3976,87.9716
9.76666,47.1263,-2.12864,101.27
39.1818,95.322,-61.2382,106.971
47.3181,108.359,-88.3207,109.832
4528.63,135.78,219.206,150.304
14.4128,121.493,-68.2208,144.838
31.4928,108.234,-18.5485,90.9872
40.4038,185.542,-56.5506,117.271
33.9379,100.152,40.5842,99.266
87.4513,142.444,273.775,169.106
23.0488,54.0787,-177.119,49.3963
156.159,65.0499,151.655,136.217
32.6095,37.8783,-18.3624,39.941
26.2855,50.8895,104.651,79.2412
31.443,170.263,48.2534,120.857
15.4308,34.6894,-23.9918,80.4078
18.0819,44.1286,-65.6566,114.445
14.2952,86.3421,-36.3816,103.14
29.4048,106.856,51.4864,97.8025
28.7897,116.805,85.9512,93.1151
23.476,103.286,32.726,93.2203
0.577614,49.8052,-102.57,51.4175
22.5283,99.5874,6.10259,76.8083
21.4904,86.782,187.898,88.6752
7.8835,56.5663,34.8646,97.5453
271.796,92.9999,11.6202,136.691
102.469,72.1852,-9.71331,70.7944
55.2394,111.927,111.925,75.7508
