"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
39.9339,98.0196,59.7529,96.4372
20.1516,58.0334,-59.8255,54.8703
221.27,161.646,-29.409,101.623
37.0383,75.586,66.2833,138.199
19.3935,88.4785,15.9061,84.332
32.4315,36.1563,-42.4373,41.4609
23.6263,69.8979,6.88168,106.945
13.3614,76.3414,39.7016,54.7798
28.2845,64.9861,-14.2492,76.2156
12.5281,214.32,161.984,123.02
25.3432,84.9594,-8.78058,92.6631
37.1351,65.943,39.4752,78.7562
33.9802,98.1451,-52.5518,82.3905
25.9586,45.0216,-54.4216,42.5417
25.8741,136.715,10.202,137.129
37.0278,94.7573,-32.8014,90.6762
44.4396,44.7026,-35.7732,46.2091
16.5422,98.9603,120.404,115.134
20.6828,79.551,6.5163,74.957
46.8298,125.052,-104.276,97.1368
87.2797,171.13,-55.4208,104.463
30.5021,73.445,89.3464,121.947
-4.57628,126.987,4600.08,67.5393
16.8046,63.7742,16.4021,31.2161
11.2488,55.3544,14.9804,76.542
32.4051,51.2722,68.1432,80.9024
27.9396,64.0293,-70.88,65.8619
46.6931,216.778,145.736,185.365
40.2443,114.93,38.794,116.73
26.4012,59.1177,-60.8925,48.1302
39.9502,91.8071,129.402,137.233
42.473,129.857,109.579,155.158
22.7647,104.789,-21.8303,80.9699
35.2872,135.718,48.1574,89.3274
24.8327,147.111,2679.48,52.0071
98.2851,227.582,-4.24535,64.4719
25.4865,70.9882,-107.017,119.34
19.5591,47.509,-33.4594,59.8451
37.7817,183.133,189.079,232.105
17.9789,87.5361,161.096,119.799
29.0286,82.6332,-63.0537,48.3189
41.2302,161.956,101.786,159.341
14.5329,87.9759,-117.762,76.7326
25.7298,102.158,-51.4589,61.8731
49.5098,207.863,122.162,134.126
40.1422,66.0705,22.2449,73.3019
25.0591,35.646,-21.6047,39.0275
39.9222,57.4593,-116.781,61.2214
39.8214,96.8278,12.421,60.2556
36.617,91.1792,75.1975,81.5544
22.6177,43.1081,-12.2904,66.8657
33.4512,48.5295,-7.65346,49.8757
31.2841,199.303,113.126,126.341
54.0979,149.971,132.612,196.497
18.2114,98.3959,-88.2851,142.652
143.521,214.935,-52.4978,105.359
53.1196,90.0488,95.0945,140.855
11.4565,61.6692,-40.2607,65.632
16.4801,110.801,5.91087,79.4462
82.9933,124.74,174.007,126.047
-10.1265,88.8554,-182.532,60.0529
42.217,86.5307,23.8883,74.0468
35.8454,82.1301,93.5506,100.34
25.0047,66.1343,67.859,93.7538
13.5783,68.7497,22.1732,91.5208
68.5661,184.739,142.289,170.784
33.754,73.508,-43.7914,89.27
54.8039,216.471,216.835,130.235
-4.45585,105.165,5.30761,88.5165
7.17829,52.1652,-24.8162,48.1267
68.9483,75.9008,4.06845,164.328
17.5475,82.9476,147.369,88.6347
10.672,128.61,-56.8342,104.116
15.5953,71.0512,-21.45,74.3022
25.5154,152.581,9.97014,91.7775
11.6018,128.61,-56.8974,92.0789
15.9357,73.1931,-80.174,66.9124
38.6505,68.4945,-55.6544,62.542
62.0954,188.322,33.305,145.044
22.8889,107.858,101.777,128.024
28.7784,89.672,70.4689,88.2838
17.8002,52.803,98.1569,84.888
90.131,94.6945,-56.9603,104.51
39.6891,79.9914,101.035,135.816
40.6457,92.3093,-33.7947,66.0491
49.374,117.118,45.7567,124.861
1.65029,84.8337,-75.8887,41.7454
44.4857,92.3093,-19.0027,95.8615
19.0269,86.782,32.8306,88.5563
53.4929,107.044,77.3902,148.072
35.7884,115.993,48.6429,94.4944
18.091,80.6205,-80.0091,70.8327
57.6808,144.187,224.046,133.19
44.747,58.2885,-121.406,42.4792
12.092,62.0519,81.599,31.5252
47.2027,205.832,-17.9354,80.0491
6.80389,63.4552,1.53312,65.3884
8.92126,51.3998,-21.4186,37.0005
17.0272,78.9848,37.7993,116.012
20.4948,47.3815,-3.91725,71.5063
54.0617,76.5932,-56.4345,103.133
4.34295,70.472,-1.0962,83.2793
13.1205,65.4327,-26.3906,57.1977
15.897,69.7703,-94.46,59.0423
19.5767,63.7104,-33.7937,70.0628
9.34287,62.4346,-66.9893,57.0861
36.2408,98.0823,-73.1818,62.4899
10.6529,73.6339,-1.85605,112.327
44.3374,72.5632,16.0409,75.8271
7.34728,17.4071,-89.6346,29.3496
36.7489,87.4732,-34.0698,109.499
57.3497,106.606,-14.9865,96.9272
24.116,28.567,1.91171,76.8701
4.77905,81.6898,-43.0855,77.4146
48.9973,98.5841,3.12691,87.5977
78.8462,278.795,124.931,197.662
24.6664,109.298,-35.5955,107.005
38.6385,95.0083,54.222,51.7033
25.8261,167.288,34.9389,87.6918
7.68845,37.3043,-60.2288,82.7108
4.85369,63.3277,50.0561,75.2059
51.0415,115.242,-12.116,73.5018
39.1344,36.0287,-14.6794,81.8093
0.933754,52.6754,-7.75558,66.6032
53.778,77.8521,-43.1502,104.222
13.2775,57.5869,-18.0759,64.1004
46.3032,105.165,-5.90832,143.467
60.4656,177.815,258.898,163.849
30.5127,121.992,10.8629,108.593
24.116,30.7991,-66.9475,34.2711
10.9715,117.493,124.789,89.0892
63.7371,159.102,128.632,178.942
16.4162,143.565,38.39,116.965
45.3419,49.6776,112.565,79.8577
39.8772,78.8589,1.89984,78.3962
28.196,66.0705,43.2775,122.572
48.1826,144.934,53.5259,105.076
34.8385,82.1301,-83.3402,72.2344
31.0846,67.0912,-95.0245,51.1349
40.1962,100.34,31.4356,115.985
29.9551,102.659,-43.6015,67.0905
20.3242,62.4984,12.0108,72.1979
6.68513,113.866,52.6716,102.922
30.0774,122.679,-57.02,114.361
40.654,163.941,8.21314,95.5483
22.7151,78.5443,16.344,43.876
1115.2,60.5848,86.5883,112.458
17.3862,113.804,4.16483,118.72
34.9206,131.541,-38.8069,105.712
30.3088,103.411,26.3471,39.9571
23.4037,125.676,-110.498,58.6446
54.6119,113.616,74.8146,151.569
18.0253,45.468,-65.6182,41.6308
28.4492,54.9717,58.5111,21.4023
23.6985,114.054,79.3069,86.7535
30.8119,104.727,-45.2421,99.6956
14.7451,86.4678,-9.55161,71.4084
33.6098,59.8832,20.7841,87.0246
31.1027,215.181,194.145,158.671
17.2338,57.7782,-35.3833,56.5476
20.6426,65.1137,-21.8767,122.016
27.0905,167.35,-24.3735,105.427
31.232,90.0488,32.7182,113.879
20.3809,89.3579,18.5548,71.9903
15.8056,168.404,26.3231,81.3593
2.5871,81.9414,120.196,89.7604
4.75776,87.7246,-52.5356,85.8647
14.228,74.7045,-17.04,74.1047
30.9222,99.2112,18.8986,111.779
49.6385,88.2272,-162.747,52.869
35.8441,142.133,14.4458,124.82
29.5486,139.082,22.3541,93.994
10.8034,147.173,9.38326,46.9278
6.22359,66.2619,10.9127,111.612
22.1813,29.7149,-56.7905,60.5862
11.4837,182.514,48.4969,93.0322
27.2168,67.5377,47.4128,97.478
27.9944,87.2847,31.8924,102.365
11.1775,88.4156,45.8206,84.4576
39.3468,96.6396,6.40715,82.5573
56.371,110.362,16.0063,59.5874
26.8882,104.664,4.09363,115.739
20.4469,77.4115,-4.9941,76.8228
8.64343,64.731,-81.7835,61.7855
31.4766,104.163,-18.4402,86.6991
22.4529,75.586,-63.6675,73.0115
19.3533,54.2063,-67.824,70.5477
49.1869,72.8781,44.1622,151.742
15.083,65.0499,92.1069,70.3704
10.5802,33.1588,8.22425,65.6382
2.34138,60.0107,14.4856,68.3884
54.4312,120.993,53.0842,80.3393
0.187694,43.6822,-65.5959,70.4057
10.0307,24.7407,-186.424,65.8491
10.3245,83.8907,-67.5423,69.7133
20.7343,60.5848,-56.0586,105.743
39.0238,104.727,-90.5507,130.616
35.4071,64.4758,-16.8025,51.6569
42.7896,164.623,-96.0567,89.5471
24.9593,89.0438,5.67911,135.311
33.0652,118.368,135.9,147.54
38.2024,73.6339,-82.9271,69.7253
30.6449,87.8502,10.4486,106.081
85.0165,86.1536,-4.73235,122.648
16.5038,57.2042,3.84539,88.9824
46.7661,94.318,28.5359,92.0369
-6.40995,35.0083,-76.5907,53.6755
21.0368,186.222,106.708,66.0483
19.4497,79.9914,-47.3918,65.9213
17.4422,65.7516,45.6056,100.333
17.7368,129.857,9.26673,98.0201
18.3364,126.051,77.9539,110.51
11.0805,92.8116,-102.011,89.1565
20.8713,121.493,36.8607,90.5172
25.1218,91.8071,-86.3669,80.7489
29.4442,114.805,26.4193,75.1719
48.8072,110.988,-50.436,102.627
30.146,196.713,42.6368,100.652
17.8037,69.1962,22.0965,78.4143
40.555,172.987,23.1578,106.555
6.60828,38.0058,-81.087,50.6159
12.9706,78.6072,-77.8515,61.6862
105.607,150.095,-131.993,79.8447
-3.70617,77.0339,147.654,119.748
19.4518,188.631,-33.31,77.8574
21.9271,131.604,-128.175,40.1539
38.1446,89.672,-14.5498,76.1466
13.5466,137.587,-22.7632,82.8742
37.0681,219.543,510.606,226.186
38.7407,136.84,-2.36938,89.0309
17.1362,89.9232,-78.317,67.3873
24.0326,82.5703,35.9397,73.967
4.16377,74.6415,-111.641,78.8507
52.0756,122.18,27.0802,98.5954
75.2685,154.259,115.682,139.822
594.961,186.778,-93.6584,68.0373
7.94939,110.863,-75.1141,84.1396
7.24449,53.8236,-90.8335,65.1092
21.3275,44.3837,-15.5746,70.2577
37.9117,130.107,94.2566,132.449
20.8156,108.547,2.97976,96.707
33.6833,124.865,-26.7025,103.208
24.1412,86.0908,44.6799,92.3313
28.7236,123.866,102.088,100.458
19.6379,115.242,21.3665,87.599
37.3731,120.805,-29.0309,64.4841
9.06797,75.7119,71.3959,69.3769
21.3405,161.646,179.972,105.331
3.40155,88.7926,121.398,108.783
44.7626,152.768,-8.94716,144.22
34.3094,86.5935,-70.3364,76.2425
